"Doyle_ A_SCANDAL_IN_BOHEMIA" "Doyle_hound_of_the_baskervilles" "Doyle_sign_of_the_four" "Doyle_study_in_scarlett" "Doyle_THE_VALLEY_OF_FEAR" "gaiman_study_in_emerald" "lovecraft__Beyond_the_Wall_of_Sleep" "lovecraft_At_the_Mountains_of_Madness" "lovecraft_Azathoth" "lovecraft_Celephais" "lovecraft_History_of_the_Necronomicon" "lovecraft_The_dunwich_terror"
"retreat" 0 0.00166358902696678 0.00455062571103527 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"reveller" 0 0.00499076708090033 0 0 0.00508044030482642 0 0 0 0 0 0 0
"revery" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rhetorical" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rhythmical" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rightly" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"roamer" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rotation" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rotten" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rugged" 0 0.00166358902696678 0 0.00905551027800417 0.00169348010160881 0 0 0 0 0 0 0
"rumour" 0 0.00332717805393356 0 0.00905551027800417 0 0 0 0 0 0 0 0
"rustic" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rustle" 0 0.00665435610786711 0 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"sacred" 0 0.00166358902696678 0.00227531285551763 0.00679163270850312 0.00169348010160881 0 0 0 0 0 0 0
"saturday" 0 0.00332717805393356 0 0 0.00677392040643522 0 0 0 0 0 0 0
"scantiness" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"scissor" 0.0228806772680471 0.00665435610786711 0 0 0 0 0 0 0 0 0 0
"scratch" 0 0.00332717805393356 0.00455062571103527 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"searching" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"secrecy" 0.0114403386340236 0.00332717805393356 0 0 0.00508044030482642 0 0 0 0 0 0 0
"semi" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sensitive" 0.0114403386340236 0.00332717805393356 0.00455062571103527 0.00226387756950104 0 0 0 0 0 0 0 0
"serviss" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"shameface" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"shatter" 0 0.00499076708090033 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"shaved" 0 0 0 0 0.0101608806096528 0 0 0 0 0 0 0
"shawl" 0 0.00166358902696678 0.00227531285551763 0.00905551027800417 0 0 0 0 0 0 0 0
"sheriff" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"shooting" 0 0.00166358902696678 0 0 0.00846740050804403 0 0 0 0 0 0 0
"shoreditch" 0 0 0 0 0 0.0749906261717285 0 0 0 0 0 0
"shrewd" 0 0.00166358902696678 0.00455062571103527 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"sierra" 0 0 0 0.0135832654170062 0 0 0 0 0 0 0 0
"sikhs" 0 0 0.0136518771331058 0 0 0 0 0 0 0 0 0
"sing" 0.0228806772680471 0 0.00227531285551763 0.00226387756950104 0 0.0249968753905762 0 0 0 0 0 0
"skeptical" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"slaader" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"slader" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"slam" 0 0 0.00455062571103527 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"sleepy" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"slumber" 0 0.00332717805393356 0.00227531285551763 0.00679163270850312 0 0 0 0 0 0 0 0
"sofa" 0.0114403386340236 0 0.00455062571103527 0.00679163270850312 0 0 0 0 0 0 0 0
"sojourning" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sole" 0.0114403386340236 0 0.00227531285551763 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"sorely" 0 0.00332717805393356 0.0068259385665529 0.00226387756950104 0 0 0 0 0 0 0 0
"spaniel" 0 0.00831794513483389 0.00227531285551763 0 0 0 0 0 0 0 0 0
"sparkle" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"specialist" 0.0114403386340236 0.00332717805393356 0.00227531285551763 0 0.00338696020321761 0 0 0 0 0 0 0
"speck" 0 0.00332717805393356 0.00455062571103527 0.00452775513900208 0 0 0 0 0 0 0 0
"speculator" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"spy" 0 0.00665435610786711 0.00227531285551763 0 0.00169348010160881 0 0 0 0 0 0 0
"squeeze" 0 0 0.00227531285551763 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"stanger" 0 0 0 0 0.0101608806096528 0 0 0 0 0 0 0
"startle" 0 0 0.00227531285551763 0.00679163270850312 0.00338696020321761 0 0 0 0 0 0 0
"stature" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"status" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"stimulate" 0 0.00499076708090033 0.00227531285551763 0.00452775513900208 0 0 0 0 0 0 0 0
"strive" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"structure" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"stuff" 0 0 0.00227531285551763 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"stumble" 0 0.00332717805393356 0.00455062571103527 0.00452775513900208 0 0 0 0 0 0 0 0
"stump" 0 0 0.0113765642775882 0.00226387756950104 0 0 0 0 0 0 0 0
"stupidity" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"stupor" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sty" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"subdue" 0 0.00332717805393356 0 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"suck" 0 0.00332717805393356 0 0 0.00338696020321761 0.0249968753905762 0 0 0 0 0 0
"supernal" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"supplant" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"supposition" 0 0.00166358902696678 0 0.00452775513900208 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"surface" 0 0.00332717805393356 0 0.00452775513900208 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"surrounding" 0 0.00332717805393356 0 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"survey" 0 0.00166358902696678 0 0 0.00846740050804403 0 0 0 0 0 0 0
"symbolism" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"talent" 0 0 0 0.00452775513900208 0.00677392040643522 0 0 0 0 0 0 0
"telegraphy" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"telepathic" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"telepathy" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"telescope" 0 0.00998153416180067 0 0 0 0 0 0 0 0 0 0
"temporarily" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"terraqueous" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"theater" 0 0 0 0 0 0.0749906261717285 0 0 0 0 0 0
"thence" 0 0.00499076708090033 0 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"thirstiness" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"thorn" 0 0 0.0136518771331058 0 0 0 0 0 0 0 0 0
"tightening" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"toast" 0.0114403386340236 0 0 0.00452775513900208 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"torment" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"tranquility" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"transmission" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"transmitter" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"trash" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"treasurer" 0 0 0 0 0.0101608806096528 0 0 0 0 0 0 0
"trick" 0.0114403386340236 0.00166358902696678 0 0.00679163270850312 0.00169348010160881 0 0 0 0 0 0 0
"trigger" 0 0.00166358902696678 0 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"trivial" 0 0.00332717805393356 0.00455062571103527 0 0.00338696020321761 0 0 0 0 0 0 0
"tsan" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"turmoil" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"ultimate" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unaccountable" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unbounded" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unbuckle" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unceasingly" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"uncorporeal" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"uncounted" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unearthly" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unfit" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unmistakably" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unnamed" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unpleasant" 0 0.00499076708090033 0.00227531285551763 0 0.00338696020321761 0 0 0 0 0 0 0
"unreal" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unrecognizable" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unremembered" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"unwittingly" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"urge" 0 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"uttermost" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vacant" 0 0 0.00227531285551763 0.0113193878475052 0 0 0 0 0 0 0 0
"vagabond" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vaulted" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vein" 0 0.00499076708090033 0 0 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"vi" 0 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"vibration" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vigilant" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vii" 0 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"virtual" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vividness" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"volition" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"von" 0.0457613545360943 0 0 0.00226387756950104 0 0.0124984376952881 0 0 0 0 0 0
"waist" 0 0.00166358902696678 0.00910125142207053 0 0.00169348010160881 0 0 0 0 0 0 0
"waking" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"watcher" 0 0.00332717805393356 0 0.00905551027800417 0 0 0 0 0 0 0 0
"waterloo" 0 0.00831794513483389 0 0.00226387756950104 0 0 0 0 0 0 0 0
"wave-" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"weaving" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"weigh" 0 0.00332717805393356 0.00455062571103527 0.00452775513900208 0 0 0 0 0 0 0 0
"wilcox" 0 0 0 0 0.0101608806096528 0 0 0 0 0 0 0
"wilderness" 0 0.00166358902696678 0 0.0113193878475052 0 0 0 0 0 0 0 0
"wildness" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"willow" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"wireless" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"withdraw" 0 0.00499076708090033 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"yearn" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"youthful" 0 0 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"abode" 0 0.00499076708090033 0 0 0.00338696020321761 0 0 0 0 0 0 0
"abstract" 0 0.00166358902696678 0.0068259385665529 0 0.00169348010160881 0 0 0 0 0 0 0
"accurate" 0 0.00166358902696678 0.00227531285551763 0.00679163270850312 0 0 0 0 0 0 0 0
"afoot" 0 0.00166358902696678 0.00227531285551763 0 0.00508044030482642 0 0 0 0 0 0 0
"agreement" 0 0 0.00910125142207053 0 0.00169348010160881 0 0 0 0 0 0 0
"albert" 0 0 0 0.00226387756950104 0 0.0499937507811524 0 0 0 0 0 0
"albion" 0 0 0 0 0 0.0624921884764404 0 0 0 0 0 0
"alice" 0 0 0 0.0113193878475052 0 0 0 0 0 0 0 0
"alkaloid" 0 0 0.00227531285551763 0.00905551027800417 0 0 0 0 0 0 0 0
"andamans" 0 0 0.0113765642775882 0 0 0 0 0 0 0 0 0
"andrews" 0 0 0 0 0.00846740050804403 0 0 0 0 0 0 0
"anxiously" 0 0 0 0.00905551027800417 0.00169348010160881 0 0 0 0 0 0 0
"apparition" 0 0.00665435610786711 0 0.00226387756950104 0 0 0 0 0 0 0 0
"ascii" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"ashe" 0 0.00332717805393356 0 0.00452775513900208 0 0.0124984376952881 0 0 0 0 0 0
"assent" 0 0 0 0.00226387756950104 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"attractive" 0 0 0.00455062571103527 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"author" 0 0.00166358902696678 0 0 0.00338696020321761 0.0249968753905762 0 0 0 0 0 0
"avenger" 0 0 0 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"bachelor" 0.0114403386340236 0.00166358902696678 0 0 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"bargain" 0 0 0.00455062571103527 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"barrymores" 0 0.00831794513483389 0 0 0 0 0 0 0 0 0 0
"base" 0 0 0 0.0113193878475052 0 0 0 0 0 0 0 0
"battle" 0 0.00166358902696678 0 0.00452775513900208 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"befall" 0 0.00332717805393356 0 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"bluff" 0 0 0.00227531285551763 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"bolt" 0 0.00166358902696678 0.00455062571103527 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"bosom" 0 0.00166358902696678 0.0068259385665529 0 0.00169348010160881 0 0 0 0 0 0 0
"bread" 0 0.00499076708090033 0 0.00452775513900208 0 0 0 0 0 0 0 0
"breadth" 0 0.00166358902696678 0 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"brush" 0.0114403386340236 0 0.00227531285551763 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"brute" 0 0.00831794513483389 0 0 0 0 0 0 0 0 0 0
"bulk" 0 0.00166358902696678 0.00227531285551763 0 0.00508044030482642 0 0 0 0 0 0 0
"canvas" 0 0.00332717805393356 0 0.00452775513900208 0 0.0124984376952881 0 0 0 0 0 0
"capacity" 0 0 0.00455062571103527 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"caravan" 0 0 0 0.0113193878475052 0 0 0 0 0 0 0 0
"cart" 0 0.00332717805393356 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"channel" 0 0.00332717805393356 0 0.00679163270850312 0 0 0 0 0 0 0 0
"chaplet" 0 0 0.0113765642775882 0 0 0 0 0 0 0 0 0
"charity" 0 0.00499076708090033 0 0 0.00338696020321761 0 0 0 0 0 0 0
"chatter" 0 0 0.00455062571103527 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"cheer" 0 0 0.00227531285551763 0.00226387756950104 0.00169348010160881 0.0249968753905762 0 0 0 0 0 0
"chester" 0 0 0 0 0.00846740050804403 0 0 0 0 0 0 0
"clank" 0 0 0.0068259385665529 0 0.00338696020321761 0 0 0 0 0 0 0
"clerk" 0 0.00166358902696678 0.00227531285551763 0 0.00508044030482642 0 0 0 0 0 0 0
"click" 0 0.00166358902696678 0 0.00905551027800417 0 0 0 0 0 0 0 0
"cliff" 0 0.00332717805393356 0 0.00679163270850312 0 0 0 0 0 0 0 0
"clip" 0 0.00499076708090033 0 0 0.00338696020321761 0 0 0 0 0 0 0
"co" 0.0228806772680471 0 0 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"collect" 0 0.00166358902696678 0.00455062571103527 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"complicate" 0 0.00332717805393356 0.00227531285551763 0.00452775513900208 0 0 0 0 0 0 0 0
"compromise" 0.0343210159020707 0 0 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"conan" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"concentration" 0 0.00499076708090033 0.00227531285551763 0 0.00169348010160881 0 0 0 0 0 0 0
"concert" 0.0114403386340236 0 0 0.00679163270850312 0.00169348010160881 0 0 0 0 0 0 0
"confident" 0 0.00332717805393356 0 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"connoisseur" 0 0.00166358902696678 0.0068259385665529 0 0.00169348010160881 0 0 0 0 0 0 0
"consideration" 0 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"construct" 0 0.00332717805393356 0.00455062571103527 0.00226387756950104 0 0 0 0 0 0 0 0
"contrast" 0 0.00332717805393356 0 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"copper" 0.0114403386340236 0 0 0 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"cow" 0 0.00166358902696678 0 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"crack" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0 0 0.0249968753905762 0 0 0 0 0 0
"craft" 0 0.00166358902696678 0.00910125142207053 0 0 0 0 0 0 0 0 0
"crag" 0 0 0 0.00905551027800417 0.00169348010160881 0 0 0 0 0 0 0
"crazy" 0 0.00499076708090033 0 0 0.00338696020321761 0 0 0 0 0 0 0
"creak" 0 0.00499076708090033 0.00455062571103527 0 0 0 0 0 0 0 0 0
"create" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"crisp" 0 0.00332717805393356 0.00455062571103527 0.00226387756950104 0 0 0 0 0 0 0 0
"crown" 0.0228806772680471 0 0 0.00226387756950104 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"curiously" 0 0.00166358902696678 0.00455062571103527 0 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"curly" 0 0.00499076708090033 0.00455062571103527 0 0 0 0 0 0 0 0 0
"damp" 0 0.00499076708090033 0.00227531285551763 0 0.00169348010160881 0 0 0 0 0 0 0
"daylight" 0 0.00166358902696678 0.00227531285551763 0 0.00508044030482642 0 0 0 0 0 0 0
"deaf" 0 0.00332717805393356 0.00227531285551763 0 0.00338696020321761 0 0 0 0 0 0 0
"decay" 0 0.00332717805393356 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"decision" 0 0.00499076708090033 0 0.00452775513900208 0 0 0 0 0 0 0 0
"deck" 0 0 0.0113765642775882 0 0 0 0 0 0 0 0 0
"defend" 0 0.00499076708090033 0 0 0.00338696020321761 0 0 0 0 0 0 0
"defense" 0 0 0.00227531285551763 0 0.00677392040643522 0 0 0 0 0 0 0
"demand" 0 0.00166358902696678 0.00455062571103527 0 0.00338696020321761 0 0 0 0 0 0 0
"dense" 0 0.00665435610786711 0.00227531285551763 0 0 0 0 0 0 0 0 0
"destruction" 0 0.00166358902696678 0 0 0.00677392040643522 0 0 0 0 0 0 0
"determined" 0.0114403386340236 0.00166358902696678 0 0 0.00508044030482642 0 0 0 0 0 0 0
"develop" 0 0.00166358902696678 0 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"devise" 0 0 0.00227531285551763 0 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"devon" 0 0.00831794513483389 0 0 0 0 0 0 0 0 0 0
"disappearance" 0 0.00166358902696678 0.0068259385665529 0 0.00169348010160881 0 0 0 0 0 0 0
"disarm" 0 0.00166358902696678 0 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"discipline" 0 0 0.00227531285551763 0 0.00677392040643522 0 0 0 0 0 0 0
"divorce" 0 0.00831794513483389 0 0 0 0 0 0 0 0 0 0
"dost" 0 0 0.0113765642775882 0 0 0 0 0 0 0 0 0
"downward" 0 0.00332717805393356 0.00227531285551763 0 0.00338696020321761 0 0 0 0 0 0 0
"doyle" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"drama" 0 0 0.00227531285551763 0 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"dread" 0 0.00166358902696678 0 0.00679163270850312 0 0.0124984376952881 0 0 0 0 0 0
"dusk" 0.0114403386340236 0.00166358902696678 0 0 0.00508044030482642 0 0 0 0 0 0 0
"dwelling" 0 0.00332717805393356 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"editor" 0 0 0 0 0.00846740050804403 0 0 0 0 0 0 0
"ejaculate" 0 0 0.00455062571103527 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"elders" 0 0 0 0.0113193878475052 0 0 0 0 0 0 0 0
"electronic" 0.0114403386340236 0.00166358902696678 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"engineer" 0 0 0.00227531285551763 0 0.00677392040643522 0 0 0 0 0 0 0
"enthusiasm" 0 0.00332717805393356 0.00227531285551763 0.00452775513900208 0 0 0 0 0 0 0 0
